,MAL_ID,Score,Episodes,Popularity,Demographic
0,5688,0.6572580645161289,0.021262675825973177,0.0013595208164734703,1.0
1,12139,0.5698924731182795,0.01144913313706248,0.0003107336778233228,1.0
2,11471,0.5255376344086021,0.00032711808963035657,0.0013839112150467296,0.75
3,32629,0.4193548387096774,0.0006542361792607131,8.024441130602292e-05,1.0
4,8394,0.6639784946236559,0.008505070330389271,0.0017497671936456184,0.75
5,5834,0.6827956989247311,0.0595354923127249,0.0008473224464350262,0.75
6,3129,0.6317204301075269,0.016028786391887474,0.0004814664678361375,1.0
7,17671,0.5618279569892473,0.008832188420019628,0.0002090257157728317,1.0
8,18635,0.5470430107526881,0.008505070330389271,0.0002060988679440406,0.5
9,19997,0.4193548387096774,0.008505070330389271,0.00016024491862631323,0.75
10,1044,0.6182795698924731,0.00032711808963035657,0.0023595271579770994,1.0
11,34038,0.5013440860215054,0.00032711808963035657,0.00010731775372234069,1.0
12,52397,0.4193548387096774,0.00032711808963035657,4.170758156027331e-05,1.0
13,5997,0.6276881720430106,0.017010140660778543,0.0007497608521419892,0.75
14,6056,0.6599462365591398,0.009486424599280341,0.0006521992578489522,0.75
15,4044,0.5793010752688172,0.008505070330389271,0.000627808859275693,1.0
16,12765,0.4193548387096774,0.008505070330389271,0.0001548790309401962,1.0
17,28145,0.4193548387096774,0.042525351651946354,0.00011658610518017921,1.0
18,29777,0.3198924731182795,0.00032711808963035657,0.000530247264982656,1.0
19,3473,0.47446236559139787,0.00032711808963035657,0.0004814664678361375,1.0
20,17673,0.4193548387096774,0.00032711808963035657,0.0001619522465264414,1.0
21,3285,0.6129032258064516,0.030749100425253518,0.0009692744393013224,0.5
22,27375,0.4193548387096774,0.00032711808963035657,0.00013146424830986732,1.0
23,21551,0.4193548387096774,0.00032711808963035657,9.731769030730439e-05,1.0
24,5760,0.7244623655913978,0.008505070330389271,0.005847354153953171,0.75
25,5023,0.6491935483870968,0.008505070330389271,0.0007009800549954707,1.0
26,4439,0.6169354838709676,0.008505070330389271,0.0006034184607024338,0.75
27,12835,0.4193548387096774,0.008505070330389271,0.00019609880452900434,1.0
28,20003,0.4193548387096774,0.035982989859339225,0.00011975685699470289,1.0
29,3038,0.5672043010752688,0.00032711808963035657,0.0015546440050595444,1.0
30,2811,0.6263440860215054,0.00032711808963035657,0.0016034248022060629,1.0
31,17441,0.5443548387096774,0.00032711808963035657,0.00013853746389611251,1.0
32,43703,0.4193548387096774,0.00032711808963035657,5.317106888970515e-05,1.0
33,48850,0.4193548387096774,0.00032711808963035657,7.585413956283626e-05,1.0
34,3009,0.7258064516129032,0.03434739941118744,0.0026766023394294695,0.75
35,2406,0.5725806451612903,0.0,0.002115623172244507,1.0
36,8234,0.7069892473118279,0.021262675825973177,0.0017985479907921369,1.0
37,2892,0.5591397849462365,0.017010140660778543,0.0006521992578489522,1.0
38,17467,0.6169354838709676,0.05103042198233562,0.0003839048735431005,0.75
39,20005,0.4193548387096774,0.05103042198233562,0.00012146418489483104,1.0
40,17443,0.5712365591397849,0.00032711808963035657,0.0001382935599103799,1.0
41,19973,0.5793010752688172,0.0006542361792607131,0.0014570824107665073,0.75
42,1550,0.6572580645161289,0.034020281321557086,0.0026766023394294695,0.5
43,9163,0.575268817204301,0.00032711808963035657,0.00035951447496984125,0.5
44,2830,0.5336021505376343,0.00032711808963035657,0.00028634327925006355,1.0
45,18061,0.5766129032258064,0.00032711808963035657,0.00028634327925006355,0.75
46,17445,0.5672043010752688,0.00032711808963035657,0.00014292773563929917,1.0
47,2402,0.8655913978494623,0.025842329080798167,0.024140153083897605,0.75
48,3858,0.6344086021505375,0.02976774615636245,0.0009936648378745818,1.0
49,2316,0.635752688172043,0.017010140660778543,0.0005790280621291745,1.0
50,9284,0.5040322580645161,0.008505070330389271,0.00021731845128773985,1.0
51,20023,0.4193548387096774,0.008505070330389271,0.00010390309792208439,1.0
52,23001,0.4193548387096774,0.11939810271508015,0.00011219583343699254,1.0
53,22999,0.4193548387096774,0.0016355904481517827,0.00011170802546552735,1.0
54,2755,0.4798387096774194,0.00032711808963035657,0.0017497671936456184,1.0
55,9172,0.5013440860215054,0.00032711808963035657,0.000335124076396582,1.0
56,18063,0.5766129032258064,0.00032711808963035657,0.0002619528806768043,0.75
57,9165,0.5618279569892473,0.00032711808963035657,0.0002619528806768043,0.5
58,17447,0.4193548387096774,0.00032711808963035657,0.00012951301642400657,1.0
59,4113,0.5940860215053763,0.015701668302257117,0.0006034184607024338,1.0
60,3870,0.5725806451612903,0.008505070330389271,0.0003107336778233228,0.75
61,8786,0.5940860215053763,0.034020281321557086,0.00028634327925006355,1.0
62,23013,0.5698924731182795,0.008505070330389271,0.00015731807079752213,1.0
63,23011,0.4193548387096774,0.05103042198233562,0.00014390335158222952,1.0
64,20079,0.4193548387096774,0.012757605495583905,0.00013048863236693695,1.0
65,22219,0.4193548387096774,0.008505070330389271,9.609817037864143e-05,1.0
66,9166,0.5618279569892473,0.00032711808963035657,0.0002619528806768043,0.5
67,3683,0.5403225806451613,0.09813542688910697,0.00021414769947321617,1.0
68,17457,0.4193548387096774,0.016683022571148187,0.00011902514503750511,1.0
69,3842,0.5927419354838709,0.00032711808963035657,0.0007741512507152484,1.0
70,9164,0.5591397849462365,0.00032711808963035657,0.0002619528806768043,0.5
71,30965,0.4193548387096774,0.00032711808963035657,0.00014243992766783397,1.0
72,3819,0.6075268817204301,0.008505070330389271,0.0006034184607024338,0.5
73,8436,0.5846774193548387,0.008177952240758915,0.0004814664678361375,1.0
74,3843,0.48655913978494625,0.00032711808963035657,0.000530247264982656,1.0
75,1412,0.771505376344086,0.007523716061498201,0.025847480984025752,0.25
76,6971,0.6303763440860215,0.014720314033366046,0.0008229320478617669,0.75
77,1537,0.5927419354838709,0.007196597971867845,0.0007009800549954707,0.75
78,5476,0.5685483870967741,0.008505070330389271,0.000530247264982656,0.5
79,6468,0.6034946236559139,0.013084723585214262,0.00040829527211635975,1.0
80,3844,0.564516129032258,0.008505070330389271,0.00028634327925006355,1.0
81,7980,0.5376344086021505,0.02289826627412496,0.0002095135237442969,1.0
82,10241,0.5161290322580644,0.32908079816813873,0.0001968305164862021,1.0
83,17669,0.5927419354838709,0.015047432122996402,0.00015683026282605693,1.0
84,22997,0.4193548387096774,0.008177952240758915,0.00013292767222426288,1.0
85,8235,0.6276881720430106,0.017010140660778543,0.0007497608521419892,1.0
86,2574,0.553763440860215,0.017010140660778543,0.0006521992578489522,1.0
87,4332,0.6384408602150538,0.012757605495583905,0.00035951447496984125,1.0
88,49194,0.4193548387096774,0.00032711808963035657,5.975647650448515e-05,1.0
89,2718,0.5900537634408601,0.008832188420019628,0.0006765896564222114,0.75
90,11275,0.5739247311827957,0.017010140660778543,0.00028634327925006355,1.0
91,20237,0.4193548387096774,0.005233889434085705,0.00014414725556796213,1.0
92,2252,0.6223118279569891,0.012757605495583905,0.008530297997011688,1.0
93,22893,0.4193548387096774,0.004252535165194636,0.000335124076396582,0.5
94,11269,0.4556451612903225,0.00032711808963035657,0.00023756248210354505,1.0
95,2389,0.6814516129032258,0.03434739941118744,0.0026766023394294695,1.0
96,5618,0.6196236559139785,0.033693163231926726,0.0005546376635559153,0.75
97,5311,0.614247311827957,0.008505070330389271,0.000432685670689619,1.0
98,8685,0.4193548387096774,0.017010140660778543,0.00012292760880922658,1.0
99,2253,0.7258064516129032,0.030094864245992805,0.004627834225290209,0.75
100,1666,0.5887096774193548,0.012757605495583905,0.0006034184607024338,0.75
101,4097,0.49731182795698925,0.00032711808963035657,0.00020122078822938877,1.0
102,4597,0.5994623655913978,0.017010140660778543,0.00040829527211635975,0.75
103,6868,0.5577956989247311,0.008505070330389271,0.000335124076396582,1.0
104,3846,0.5564516129032258,0.008505070330389271,0.00021097694765869247,1.0
105,10889,0.5389784946236559,0.010140660778541054,0.00015853759072618508,1.0
106,3220,0.7137096774193549,0.00032711808963035657,0.013164473725930945,1.0
107,49196,0.4193548387096774,0.00032711808963035657,5.780524461862441e-05,1.0
108,3898,0.5672043010752688,0.00032711808963035657,0.0012863496207536926,0.75
109,1661,0.6075268817204301,0.008177952240758915,0.004383930239557617,1.0
110,311,0.6989247311827956,0.008505070330389271,0.0036522182823598395,0.5
111,4810,0.646505376344086,0.01144913313706248,0.0017497671936456184,1.0
112,1337,0.5833333333333333,0.008177952240758915,0.0011400072293141373,0.75
113,7479,0.6370967741935484,0.015374550212626759,0.0005058568664093968,0.75
114,9916,0.6102150537634408,0.015047432122996402,0.00045707606926287826,0.75
115,9520,0.5618279569892473,0.012430487405953549,0.000335124076396582,1.0
116,3630,0.5241935483870968,0.008177952240758915,0.0002619528806768043,1.0
